Gender,Age,Annual Income,Spending Score (1-100),Work Experience,Family Size,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing
1,66,125024,25,0,1,False,False,False,False,False,False,False,False
0,57,136242,34,9,1,False,False,False,False,False,False,False,False
0,60,81934,81,1,4,False,False,False,False,True,False,False,False
0,59,130511,97,3,4,False,False,False,False,False,False,False,False
0,54,144502,88,3,1,False,False,False,False,False,False,True,False
1,90,63769,6,4,2,False,False,False,False,False,False,False,False
0,14,66760,20,0,4,False,False,False,False,False,False,False,False
0,34,135115,54,1,7,False,False,True,False,False,False,False,False
0,85,179877,17,12,4,False,False,False,False,True,False,False,False
0,83,93351,65,1,1,True,False,False,False,False,False,False,False
1,12,84547,96,3,3,False,False,False,False,False,True,False,False
1,41,65723,91,6,7,False,False,False,False,False,False,False,False
0,38,96794,96,6,3,False,False,False,False,True,False,False,False
1,68,72352,61,8,5,False,False,False,False,True,False,False,False
0,4,53097,21,0,7,False,False,False,False,True,False,False,False
0,5,144831,17,1,3,False,False,False,False,False,False,False,False
0,3,183851,10,1,2,True,False,False,False,False,False,False,False
0,20,111896,90,1,3,False,False,False,True,False,False,False,False
0,3,64824,30,1,1,False,False,False,True,False,False,False,False
1,36,88565,16,1,5,False,False,False,False,True,False,False,False
0,70,104974,63,1,1,False,False,False,False,False,False,False,False
0,17,167060,47,1,5,False,False,False,False,False,False,False,False
0,31,69018,17,6,1,False,False,False,False,False,False,False,False
0,48,174109,96,0,1,False,False,True,False,False,False,False,False
1,28,62186,29,0,1,False,False,False,False,False,False,False,True
1,97,183783,70,9,3,False,False,False,False,True,False,False,False
1,81,83771,1,1,2,False,False,False,False,False,False,False,False
0,37,148196,91,0,2,False,False,False,False,False,False,False,False
1,85,131742,87,1,1,False,False,True,False,False,False,False,False
0,78,59971,94,14,7,False,False,False,False,False,True,False,False
0,13,88960,2,13,3,False,False,True,False,False,False,False,False
0,53,140107,38,1,5,False,False,False,False,True,False,False,False
0,41,161896,49,1,3,False,False,True,False,False,False,False,False
0,9,57272,60,1,1,False,True,False,False,False,False,False,False
1,20,119952,2,8,2,False,False,False,False,True,False,False,False
0,98,167197,63,1,5,True,False,False,False,False,False,False,False
0,44,186116,2,8,6,False,False,False,False,True,False,False,False
0,66,134677,59,15,5,False,False,False,False,True,False,False,False
0,58,180479,74,0,3,False,False,False,False,True,False,False,False
1,97,112783,21,9,6,False,False,False,False,False,False,False,False
1,13,150258,17,0,3,True,False,False,False,False,False,False,False
1,48,115832,92,2,2,False,False,False,False,False,False,False,False
0,47,104834,44,0,7,False,False,False,False,False,False,False,False
1,93,152571,66,14,5,True,False,False,False,False,False,False,False
0,11,162287,45,3,2,False,True,False,False,False,False,False,False
0,68,171761,59,1,6,True,False,False,False,False,False,False,False
0,87,77709,73,0,1,False,False,False,False,False,False,False,False
0,22,95053,17,1,2,False,False,True,False,False,False,False,False
1,89,74820,33,1,2,True,False,False,False,False,False,False,False
1,57,152267,92,9,5,False,True,False,False,False,False,False,False
1,91,71925,14,4,2,False,False,False,False,False,False,False,False
0,84,151340,95,1,7,False,False,False,False,False,False,False,False
1,56,162921,51,0,4,False,False,False,True,False,False,False,False
0,26,52234,30,1,2,False,False,False,True,False,False,False,False
0,56,100271,87,1,5,False,False,False,False,False,False,False,False
0,6,170266,23,3,2,False,False,False,False,False,False,False,False
0,33,88763,1,1,1,False,False,True,False,False,False,False,False
1,99,164781,83,0,2,False,True,False,False,False,False,False,False
0,25,156016,85,2,1,False,False,False,False,False,False,False,False
0,96,186882,40,1,7,False,False,True,False,False,False,False,False
0,35,99300,88,5,2,False,False,False,False,False,True,False,False
1,16,58127,65,0,3,False,False,False,False,False,False,False,True
0,81,89211,12,1,7,True,False,False,False,False,False,False,False
0,7,148607,59,1,7,False,False,False,False,False,True,False,False
0,31,139592,62,1,1,False,False,False,False,False,False,False,True
0,16,172051,62,1,3,False,False,False,False,True,False,False,False
1,89,57033,99,0,4,False,False,False,False,False,False,False,False
1,84,117612,63,0,6,False,True,False,False,False,False,False,False
1,40,185321,96,0,7,False,False,False,False,False,False,False,False
0,17,186577,5,8,5,False,False,False,False,True,False,False,False
1,0,151298,89,0,6,False,False,False,False,False,False,False,False
0,69,123925,52,1,7,False,False,False,False,False,False,False,False
0,17,169496,12,11,6,False,False,False,False,False,False,True,False
0,0,142892,25,8,1,False,False,True,False,False,False,False,False
0,34,58979,3,9,5,False,False,True,False,False,False,False,False
0,51,141416,100,15,1,False,False,False,False,True,False,False,False
1,54,104854,67,1,7,False,False,False,False,True,False,False,False
0,99,172896,13,0,3,False,True,False,False,False,False,False,False
0,2,101451,82,4,3,False,False,False,False,True,False,False,False
0,91,189974,37,8,1,False,True,False,False,False,False,False,False
1,65,90084,65,1,6,False,False,False,False,False,False,False,False
0,47,112247,24,4,5,False,False,False,True,False,False,False,False
0,91,181775,61,4,5,False,False,False,False,False,False,False,False
0,64,59088,31,1,3,False,False,False,False,False,False,False,False
0,91,60856,23,1,6,False,False,False,False,False,False,False,False
1,32,149900,34,6,3,False,False,False,False,False,False,False,False
1,15,142776,98,8,5,False,True,False,False,False,False,False,False
1,22,162598,84,8,3,False,False,False,False,False,False,False,False
0,37,146195,89,4,4,False,False,False,False,True,False,False,False
1,83,135268,53,4,5,False,False,False,False,False,False,True,False
0,89,136037,1,5,1,False,False,False,False,False,False,False,True
0,33,111191,67,9,4,False,False,False,False,False,False,False,False
0,13,144111,62,12,5,False,False,True,False,False,False,False,False
0,71,177359,56,6,2,True,False,False,False,False,False,False,False
0,10,112818,85,15,7,False,False,False,False,False,False,False,True
1,49,53509,98,5,4,False,False,False,False,False,False,False,False
0,9,168269,75,10,2,False,False,False,True,False,False,False,False
0,63,52661,25,12,5,False,False,False,False,True,False,False,False
0,46,148520,14,11,5,False,False,False,False,True,False,False,False
1,42,149936,52,15,3,False,False,False,False,False,False,False,False
0,73,102296,31,7,5,False,False,True,False,False,False,False,False
1,75,178416,16,10,7,False,False,False,True,False,False,False,False
0,49,83788,41,15,1,True,False,False,False,False,False,False,False
0,96,184771,77,8,5,False,True,False,False,False,False,False,False
0,52,70302,88,14,3,False,False,False,True,False,False,False,False
0,15,58639,51,5,7,False,False,True,False,False,False,False,False
1,91,97879,40,15,7,False,False,True,False,False,False,False,False
1,22,64707,29,7,3,False,False,True,False,False,False,False,False
1,62,71795,87,8,1,False,False,False,False,True,False,False,False
0,71,154007,32,7,7,False,False,False,False,False,False,False,False
0,94,85265,68,7,6,False,False,False,True,False,False,False,False
0,3,155864,31,13,3,False,False,False,False,True,False,False,False
0,15,99421,72,8,7,False,False,False,False,False,False,False,False
0,96,145457,57,2,1,False,False,False,True,False,False,False,False
1,12,118041,77,9,2,False,False,False,False,False,False,False,False
0,23,73759,83,0,7,True,False,False,False,False,False,False,False
1,94,90082,17,5,7,False,False,False,False,False,False,False,False
0,7,74928,12,0,6,False,False,False,False,False,False,False,False
0,74,101352,36,0,5,False,False,False,False,False,False,True,False
0,52,93947,81,9,2,False,False,False,False,True,False,False,False
1,39,134629,23,1,6,False,True,False,False,False,False,False,False
1,72,101858,70,8,6,False,False,False,False,True,False,False,False
0,55,165501,47,10,4,False,False,False,False,False,False,False,False
1,29,135931,74,5,1,False,False,False,False,False,False,True,False
1,38,103356,20,1,6,False,False,False,False,False,False,False,True
0,44,75195,79,1,3,False,False,False,False,False,False,False,False
1,58,123083,44,6,5,False,False,True,False,False,False,False,False
1,77,73884,30,1,2,False,False,False,False,True,False,False,False
0,56,91180,61,1,7,False,False,True,False,False,False,False,False
1,79,86235,52,0,2,False,False,False,False,False,False,False,False
0,97,96400,4,1,7,True,False,False,False,False,False,False,False
1,78,83599,12,1,6,False,False,False,False,True,False,False,False
0,91,82535,50,0,1,False,False,False,False,True,False,False,False
1,35,92227,8,0,5,False,False,False,False,False,False,True,False
0,43,150444,27,13,4,False,False,False,False,False,False,False,False
0,37,149095,83,1,2,False,False,False,False,False,False,True,False
1,63,113605,42,3,3,False,False,False,False,False,False,False,False
0,16,93854,82,0,7,False,False,False,False,True,False,False,False
1,32,118280,92,0,5,False,False,False,False,False,False,False,False
1,91,94576,90,0,1,False,False,False,False,False,False,False,False
0,33,129257,70,6,3,False,False,False,True,False,False,False,False
0,57,70373,10,2,6,False,False,False,False,True,False,False,False
0,43,77600,66,0,1,False,False,False,False,True,False,False,False
0,26,113707,97,0,5,False,False,True,False,False,False,False,False
0,59,189672,8,0,7,True,False,False,False,False,False,False,False
0,61,143180,58,0,5,False,False,False,False,False,False,False,False
0,59,174890,14,3,4,False,False,False,False,False,False,False,True
1,26,154857,13,0,7,False,False,False,False,True,False,False,False
0,67,160945,51,0,5,False,False,False,False,True,False,False,False
0,85,119557,35,0,2,False,False,False,False,False,False,False,False
0,76,187141,33,0,7,True,False,False,False,False,False,False,False
0,57,97468,22,0,1,False,False,False,False,False,False,False,False
0,77,160351,77,8,5,False,False,False,False,False,False,True,False
0,66,178627,94,1,2,False,False,False,False,True,False,False,False
0,49,170188,80,1,6,False,False,False,False,False,False,True,False
0,36,166007,40,1,4,True,False,False,False,False,False,False,False
1,74,91794,83,0,7,False,False,True,False,False,False,False,False
0,16,189072,86,6,3,False,False,False,False,False,False,False,False
1,27,152717,15,1,6,False,False,False,True,False,False,False,False
0,3,158549,98,0,3,False,False,False,True,False,False,False,False
1,31,134263,94,1,3,False,False,False,False,False,False,False,True
0,30,148236,28,1,1,False,False,False,True,False,False,False,False
1,94,171677,81,0,6,False,False,False,False,False,False,False,False
0,31,189446,38,1,6,False,False,False,False,False,False,False,False
1,49,106633,53,0,3,False,False,False,False,False,False,False,False
1,49,81084,48,6,5,False,False,False,True,False,False,False,False
1,53,148759,52,7,7,True,False,False,False,False,False,False,False
0,3,117638,95,2,7,False,False,False,False,True,False,False,False
0,91,159537,37,4,1,True,False,False,False,False,False,False,False
1,26,79526,6,9,7,False,False,False,False,False,False,False,True
0,92,109519,72,1,4,False,False,True,False,False,False,False,False
0,59,156880,70,0,7,False,False,False,False,False,False,False,False
1,15,157278,58,0,6,False,False,False,False,False,False,False,False
0,23,144916,84,1,7,False,True,False,False,False,False,False,False
1,54,59163,100,3,3,False,False,False,False,False,False,False,True
0,93,93991,49,1,3,False,False,False,False,False,False,False,False
0,65,58318,45,1,1,True,False,False,False,False,False,False,False
0,13,180786,88,1,5,False,False,False,False,False,False,True,False
1,71,84622,45,0,6,True,False,False,False,False,False,False,False
1,1,92674,59,8,4,False,False,False,False,False,False,False,False
0,57,87553,94,1,1,False,False,False,False,False,False,False,False
1,14,74174,79,1,2,False,False,True,False,False,False,False,False
0,77,180831,33,1,2,False,False,False,False,True,False,False,False
0,89,137397,33,1,7,True,False,False,False,False,False,False,False
1,17,96154,100,1,4,False,False,False,False,False,False,False,False
1,86,172477,69,1,3,False,False,True,False,False,False,False,False
1,42,59954,37,4,4,False,False,False,True,False,False,False,False
0,29,112240,95,0,4,False,False,True,False,False,False,False,False
0,54,145679,35,0,2,False,False,False,False,False,False,False,False
1,96,136265,49,12,5,False,False,False,False,False,False,False,False
0,58,74869,12,0,3,False,False,False,False,True,False,False,False
0,52,109425,46,0,1,False,True,False,False,False,False,False,False
0,3,126015,57,0,1,False,False,False,False,True,False,False,False
0,13,156951,66,4,7,False,False,False,False,True,False,False,False
0,3,127172,68,1,2,False,False,False,False,True,False,False,False
1,89,113834,22,0,3,True,False,False,False,False,False,False,False
1,83,132005,2,0,5,False,False,True,False,False,False,False,False
0,80,171323,78,10,4,False,False,False,False,False,False,True,False
0,74,92355,87,1,4,False,False,True,False,False,False,False,False
1,42,60982,3,0,5,False,False,False,False,True,False,False,False
0,91,51742,33,8,3,False,False,False,False,False,False,False,False
0,31,138612,71,9,2,False,False,False,True,False,False,False,False
1,8,158123,84,1,1,False,False,False,False,False,False,False,False
1,64,164675,65,0,5,False,False,False,True,False,False,False,False
0,41,172882,27,8,7,False,False,False,False,True,False,False,False
0,62,70119,93,0,1,False,False,False,False,False,False,False,False
1,41,113998,26,7,7,False,False,False,False,True,False,False,False
1,5,57265,89,7,7,False,False,True,False,False,False,False,False
0,38,130597,2,6,1,False,False,False,False,False,False,False,False
0,88,121597,7,0,5,False,True,False,False,False,False,False,False
1,56,103210,100,6,6,False,False,False,False,False,False,False,False
1,47,66308,8,0,4,False,False,False,True,False,False,False,False
1,4,141336,93,2,1,False,False,False,False,False,True,False,False
1,82,153632,76,9,7,False,False,True,False,False,False,False,False
0,31,65520,71,1,2,False,False,False,False,False,False,True,False
0,69,153217,83,1,6,False,False,False,False,True,False,False,False
1,62,92768,75,1,1,True,False,False,False,False,False,False,False
0,54,132345,10,0,2,False,False,False,False,False,False,False,False
0,60,186069,49,1,2,False,False,False,False,False,False,False,True
0,31,53802,32,1,7,False,False,False,False,False,False,False,False
0,17,103739,62,6,4,False,False,False,False,True,False,False,False
0,15,50550,34,9,7,False,False,False,False,True,False,False,False
0,37,145648,21,7,6,False,False,False,False,True,False,False,False
1,36,85737,37,0,3,False,False,False,True,False,False,False,False
0,27,99950,20,0,4,False,False,True,False,False,False,False,False
0,11,83220,21,7,4,False,True,False,False,False,False,False,False
1,83,73410,50,8,5,False,False,True,False,False,False,False,False
0,71,64310,43,2,1,False,False,False,False,False,False,False,True
0,20,59844,79,0,1,True,False,False,False,False,False,False,False
1,3,67787,1,1,6,False,False,False,True,False,False,False,False
1,52,172841,4,0,1,False,True,False,False,False,False,False,False
1,75,145528,61,1,2,False,False,False,False,True,False,False,False
1,36,173807,42,0,2,False,False,False,False,False,False,False,False
1,60,185794,69,7,1,False,False,True,False,False,False,False,False
1,8,119780,71,1,3,False,False,False,False,True,False,False,False
0,9,158596,86,1,2,False,False,False,False,False,False,False,False
0,41,118122,52,0,6,False,False,True,False,False,False,False,False
1,38,99964,11,7,4,False,False,False,False,True,False,False,False
0,69,120752,27,1,6,False,False,False,True,False,False,False,False
0,33,189630,53,5,5,False,False,False,True,False,False,False,False
1,64,125510,6,3,3,False,False,False,False,True,False,False,False
1,19,101799,49,1,1,False,True,False,False,False,False,False,False
0,88,92914,74,0,3,False,False,False,False,False,False,False,False
0,91,162465,59,9,3,False,True,False,False,False,False,False,False
1,84,163818,27,2,1,False,True,False,False,False,False,False,False
0,43,53832,56,4,1,False,False,True,False,False,False,False,False
0,30,140190,49,1,4,False,True,False,False,False,False,False,False
1,16,125836,69,1,4,False,False,False,False,True,False,False,False
1,89,100938,27,0,7,False,False,True,False,False,False,False,False
1,5,168670,37,1,3,False,False,False,False,False,False,False,False
0,54,176885,10,0,3,False,False,True,False,False,False,False,False
0,41,111174,28,4,5,False,False,False,False,False,False,False,False
1,80,127335,97,6,6,False,False,False,False,False,False,False,False
1,37,149103,3,10,1,False,False,False,False,True,False,False,False
1,87,167705,31,0,7,False,False,False,False,True,False,False,False
0,50,183548,85,1,4,False,False,True,False,False,False,False,False
0,14,50396,46,0,6,False,False,False,False,False,False,True,False
0,17,63557,3,1,1,False,False,False,False,False,False,False,True
0,98,87878,55,1,6,False,False,False,False,False,False,False,False
1,3,55634,53,8,3,False,True,False,False,False,False,False,False
0,83,118110,26,1,5,False,True,False,False,False,False,False,False
1,13,129396,36,6,6,False,False,False,False,False,False,False,False
0,46,62628,64,8,6,False,False,True,False,False,False,False,False
0,25,51700,17,4,6,False,False,False,False,True,False,False,False
0,4,106816,49,7,5,False,False,False,False,False,False,False,False
1,64,93000,67,0,2,False,False,False,False,False,False,True,False
0,84,144148,71,1,4,True,False,False,False,False,False,False,False
1,12,101388,90,0,2,False,False,False,False,False,False,False,False
0,56,171560,78,0,2,False,True,False,False,False,False,False,False
1,58,156366,60,8,1,False,False,True,False,False,False,False,False
0,0,143910,22,1,7,False,False,False,False,False,False,False,True
0,25,106569,84,1,3,False,True,False,False,False,False,False,False
1,28,173009,25,9,6,False,False,False,False,True,False,False,False
1,78,54252,29,0,5,False,True,False,False,False,False,False,False
1,56,104600,57,6,3,False,False,True,False,False,False,False,False
1,91,50250,54,0,2,False,False,False,False,False,False,False,False
1,77,93242,84,0,7,False,False,True,False,False,False,False,False
0,83,156839,38,3,7,False,False,False,False,False,False,False,False
0,64,71305,39,9,2,False,False,False,False,False,False,False,False
1,19,85975,73,0,6,False,False,True,False,False,False,False,False
1,94,188107,52,10,2,False,True,False,False,False,False,False,False
1,19,82333,35,1,2,False,False,False,False,False,False,False,True
1,84,125016,25,1,7,False,False,True,False,False,False,False,False
0,10,148908,10,2,3,False,False,False,False,True,False,False,False
0,19,58217,70,0,1,False,False,False,False,False,False,False,False
1,74,76521,29,7,4,False,True,False,False,False,False,False,False
0,95,117763,42,1,2,False,False,False,False,False,False,False,False
0,34,115184,93,1,4,False,False,False,False,False,True,False,False
1,30,54251,7,2,6,False,False,False,False,False,False,False,False
0,53,112530,24,2,6,False,False,True,False,False,False,False,False
1,67,107409,2,1,6,False,False,False,False,False,False,False,False
0,23,84793,23,9,6,False,False,False,False,False,True,False,False
0,25,66952,79,1,2,False,False,True,False,False,False,False,False
0,84,153465,11,1,4,False,False,False,False,False,False,True,False
0,1,178214,17,1,7,False,False,False,False,False,False,False,False
1,70,152069,42,4,4,False,False,True,False,False,False,False,False
0,56,132860,17,7,2,False,False,False,False,True,False,False,False
0,0,147719,86,1,7,False,False,False,False,False,False,True,False
0,91,172915,29,9,1,True,False,False,False,False,False,False,False
0,81,148594,29,3,5,False,False,True,False,False,False,False,False
1,33,61986,77,0,1,False,False,False,True,False,False,False,False
1,75,91456,13,1,4,False,False,False,False,False,False,False,False
1,11,166247,84,1,2,False,False,False,True,False,False,False,False
0,61,140516,50,0,3,False,False,False,False,False,False,False,False
0,62,133822,78,0,4,False,False,False,False,False,False,False,True
0,44,175424,32,4,5,False,False,False,False,False,False,False,False
0,67,121528,92,8,4,False,False,False,False,True,False,False,False
0,30,189369,69,0,3,False,False,False,False,True,False,False,False
0,92,80808,26,1,1,False,False,False,False,False,False,False,False
1,25,57535,84,1,7,False,False,True,False,False,False,False,False
0,61,163509,51,0,4,False,False,False,False,True,False,False,False
0,72,75884,57,0,7,False,False,False,True,False,False,False,False
0,89,157759,52,1,6,False,False,False,False,False,False,False,False
0,37,184813,44,0,2,False,False,False,True,False,False,False,False
1,59,187253,51,8,7,False,False,False,True,False,False,False,False
1,41,81718,36,1,3,False,False,True,False,False,False,False,False
1,60,150019,37,1,2,True,False,False,False,False,False,False,False
0,81,53452,73,1,6,False,False,True,False,False,False,False,False
1,85,150765,42,8,2,False,False,False,False,False,True,False,False
0,65,56647,12,6,4,True,False,False,False,False,False,False,False
0,19,117477,48,6,7,False,False,False,False,True,False,False,False
0,78,79677,9,10,7,False,False,False,False,False,False,False,False
0,0,116759,28,7,3,False,False,False,False,False,False,False,True
1,26,180702,21,6,1,False,False,True,False,False,False,False,False
0,2,122698,100,8,1,False,False,True,False,False,False,False,False
0,60,169346,55,7,2,False,False,False,False,True,False,False,False
0,67,93176,25,4,1,False,False,False,False,False,False,False,False
0,4,75853,40,4,5,False,False,False,False,False,True,False,False
1,7,119362,58,8,1,False,True,False,False,False,False,False,False
1,28,81545,36,4,7,False,False,False,False,False,False,False,False
1,67,67372,75,0,7,False,False,False,False,False,False,False,False
0,30,109703,61,1,1,False,False,False,True,False,False,False,False
1,38,166697,39,13,4,False,False,False,False,False,False,False,True
0,40,124982,34,1,7,False,True,False,False,False,False,False,False
0,6,146776,83,1,7,False,False,False,False,False,False,True,False
0,3,147548,45,4,5,False,False,False,True,False,False,False,False
0,51,117620,60,7,6,False,False,False,False,True,False,False,False
1,63,85351,57,0,2,False,False,False,False,True,False,False,False
1,65,174432,8,0,7,False,False,False,False,False,False,False,False
1,44,70787,68,1,3,True,False,False,False,False,False,False,False
0,90,75473,63,0,7,False,False,False,False,True,False,False,False
1,76,90082,49,1,6,False,False,False,False,True,False,False,False
0,62,185388,54,0,2,False,False,False,False,True,False,False,False
0,5,168110,69,14,6,True,False,False,False,False,False,False,False
0,67,184628,38,12,2,False,False,False,False,False,False,False,False
0,38,176551,45,8,1,False,False,False,False,True,False,False,False
0,31,76422,21,9,7,False,False,False,False,True,False,False,False
1,2,164248,51,9,3,False,False,True,False,False,False,False,False
0,82,109188,38,5,7,False,False,False,False,False,False,True,False
0,66,132951,26,4,1,False,False,False,False,True,False,False,False
0,75,164598,32,8,1,False,False,False,False,True,False,False,False
0,62,111859,86,6,1,False,False,False,False,True,False,False,False
0,0,121926,41,7,1,False,False,False,False,False,False,True,False
0,11,143047,42,1,3,False,False,False,True,False,False,False,False
0,22,131748,23,1,3,False,False,False,False,False,False,False,False
1,76,142801,23,0,1,False,False,False,False,False,False,True,False
1,85,142723,46,0,6,False,True,False,False,False,False,False,False
1,21,155151,16,14,3,False,False,False,False,False,False,False,True
0,64,153607,48,1,4,False,False,False,False,True,False,False,False
1,94,144192,34,0,3,False,False,False,False,True,False,False,False
0,83,174159,22,4,4,False,False,False,False,False,False,True,False
0,93,73642,50,0,3,False,False,False,False,False,False,False,True
0,12,170319,46,8,7,False,False,False,False,False,False,False,False
0,0,141351,10,0,2,False,True,False,False,False,False,False,False
0,79,167411,9,12,5,False,False,False,False,False,False,False,True
1,90,58289,49,5,6,False,False,False,False,False,False,False,False
0,45,79801,77,0,2,True,False,False,False,False,False,False,False
0,82,146118,52,8,7,False,False,False,False,False,False,False,True
0,57,57337,14,1,4,False,False,False,False,True,False,False,False
0,43,113575,6,1,2,False,False,True,False,False,False,False,False
1,63,122658,65,6,2,False,True,False,False,False,False,False,False
0,62,151836,13,0,6,False,False,False,False,False,False,False,False
0,43,185900,80,9,4,False,False,False,False,False,True,False,False
0,34,94029,98,1,4,False,False,False,False,True,False,False,False
0,30,157290,22,2,2,False,False,False,False,False,False,False,False
1,97,175996,42,10,4,False,False,True,False,False,False,False,False
1,68,102016,37,0,4,False,False,False,False,False,False,False,False
1,16,77902,67,1,2,False,False,False,False,False,False,False,False
0,15,81138,86,9,7,False,False,False,False,True,False,False,False
1,25,128258,48,0,2,False,False,False,True,False,False,False,False
0,29,62475,24,6,4,False,False,False,False,False,False,False,False
0,85,82854,75,6,4,False,False,False,False,False,False,False,False
0,30,59284,38,7,7,True,False,False,False,False,False,False,False
0,13,141580,92,0,4,False,False,False,False,True,False,False,False
0,88,171362,90,6,4,False,False,False,True,False,False,False,False
1,5,78274,65,9,2,False,False,False,False,False,False,False,False
0,95,76646,61,0,1,False,False,False,False,False,False,False,False
0,92,78308,66,5,2,False,False,False,True,False,False,False,False
0,63,78971,89,1,2,False,True,False,False,False,False,False,False
0,75,65528,73,1,5,False,False,False,False,False,False,False,True
1,67,94199,71,5,7,False,False,False,False,False,False,False,False
0,58,135705,48,8,7,False,True,False,False,False,False,False,False
1,52,130573,31,8,3,False,False,True,False,False,False,False,False
0,85,152303,68,1,5,False,False,False,False,False,False,False,False
0,31,144582,89,1,1,True,False,False,False,False,False,False,False
0,84,93288,60,10,6,False,False,False,False,False,False,False,False
0,93,88192,3,10,2,False,False,False,False,False,False,False,True
1,18,62362,81,7,3,False,False,False,False,False,False,True,False
1,73,74350,39,10,1,False,False,False,False,False,False,True,False
1,3,144103,42,8,7,False,False,False,False,True,False,False,False
1,1,75518,17,7,3,False,False,False,False,False,False,True,False
1,53,160980,62,4,2,True,False,False,False,False,False,False,False
0,75,102904,28,7,6,False,False,False,False,False,False,False,False
0,47,157661,57,6,6,False,False,False,False,True,False,False,False
0,66,118385,8,10,3,False,False,False,False,True,False,False,False
0,17,116463,100,8,4,False,False,False,False,False,False,False,False
0,1,161212,14,9,6,False,False,False,False,False,False,False,False
1,16,172601,50,4,6,False,False,False,False,False,False,False,True
0,52,167214,94,8,7,False,False,False,False,False,True,False,False
1,21,69644,19,5,1,False,False,False,False,False,False,False,False
0,19,120215,46,7,2,False,False,False,False,False,True,False,False
0,29,180401,23,7,6,False,True,False,False,False,False,False,False
0,40,113739,93,5,7,False,False,False,False,False,False,False,False
1,76,111717,41,1,2,False,False,False,False,True,False,False,False
1,91,62808,20,0,4,False,True,False,False,False,False,False,False
0,24,67582,13,1,3,False,False,False,False,False,False,False,False
1,4,96543,60,9,1,False,False,False,False,False,False,False,False
1,90,89667,69,0,2,False,False,False,False,False,False,False,False
0,56,98980,65,0,1,False,True,False,False,False,False,False,False
1,14,124998,17,1,3,False,False,False,False,False,False,True,False
1,52,189091,12,0,6,False,False,False,False,False,False,False,False
0,14,153842,3,1,3,False,False,False,False,False,False,False,False
1,30,106314,16,0,7,False,False,False,False,False,False,False,False
0,70,62901,60,8,5,False,False,False,False,False,False,False,False
1,14,149618,78,4,6,False,False,False,False,True,False,False,False
0,95,72068,97,0,6,False,False,False,False,True,False,False,False
0,95,118575,10,1,3,False,False,True,False,False,False,False,False
0,12,82382,97,1,3,False,False,False,True,False,False,False,False
1,82,114776,55,10,3,False,False,True,False,False,False,False,False
0,2,145597,81,1,6,False,False,False,False,False,False,False,False
1,51,162072,86,1,1,False,True,False,False,False,False,False,False
1,63,172872,11,0,7,False,False,False,False,True,False,False,False
0,30,182162,6,1,3,False,False,False,False,False,False,False,False
0,68,71467,81,5,7,False,False,False,False,False,False,False,False
0,21,85568,1,0,6,False,False,False,False,True,False,False,False
0,99,56851,72,6,3,False,False,True,False,False,False,False,False
0,0,116782,73,9,5,False,False,False,False,False,False,False,False
0,80,67781,1,4,4,False,False,True,False,False,False,False,False
0,51,70152,29,0,2,False,False,False,False,True,False,False,False
1,18,185861,82,3,6,False,False,False,False,False,False,False,False
1,43,162595,17,3,3,False,False,False,False,False,False,False,False
0,29,80098,54,10,6,False,False,False,False,False,False,True,False
0,20,184801,8,1,1,False,False,False,False,False,False,True,False
0,39,58908,37,6,6,False,False,False,False,False,False,False,False
0,9,146011,69,9,5,False,False,False,False,False,False,False,True
0,45,135174,39,9,4,False,False,False,False,False,False,False,False
0,65,114244,64,0,1,False,False,False,False,False,False,False,False
0,64,157207,52,0,4,False,False,False,False,True,False,False,False
0,81,128834,23,5,4,False,False,True,False,False,False,False,False
1,54,51166,24,0,7,False,False,True,False,False,False,False,False
0,32,130118,36,0,4,False,False,False,False,False,False,False,False
1,29,87014,71,11,4,True,False,False,False,False,False,False,False
0,25,111379,93,0,2,False,False,False,False,False,False,False,False
1,5,83704,82,1,1,False,False,True,False,False,False,False,False
0,55,90558,49,8,2,False,False,False,False,True,False,False,False
1,12,187343,14,6,3,False,False,False,False,True,False,False,False
0,81,111174,48,9,6,False,False,True,False,False,False,False,False
1,87,64461,63,4,4,False,True,False,False,False,False,False,False
1,12,109618,97,7,3,False,False,False,False,False,False,False,False
1,91,189357,4,7,1,False,False,False,False,False,False,True,False
0,63,120955,79,6,1,False,False,False,False,False,False,False,False
0,97,168898,54,8,7,False,False,False,False,False,True,False,False
1,89,130431,52,6,3,False,False,False,False,True,False,False,False
1,59,161091,56,9,1,False,True,False,False,False,False,False,False
0,26,69988,2,5,4,False,False,False,False,False,True,False,False
0,5,169702,98,5,1,True,False,False,False,False,False,False,False
1,32,186897,49,1,7,False,False,False,False,True,False,False,False
0,98,109061,41,6,1,False,True,False,False,False,False,False,False
1,31,188620,30,3,6,False,False,False,False,False,False,False,False
0,59,108675,57,4,5,False,False,False,False,False,False,False,False
0,80,177601,34,0,2,False,False,True,False,False,False,False,False
0,12,87365,3,1,2,False,False,False,False,False,False,False,True
1,80,95929,23,0,2,False,True,False,False,False,False,False,False
1,59,97185,87,0,5,False,False,True,False,False,False,False,False
0,56,103838,17,1,2,False,False,False,False,False,False,False,False
1,18,129260,11,1,3,True,False,False,False,False,False,False,False
0,66,151184,19,1,4,False,False,False,False,False,False,False,False
0,67,177512,62,2,3,False,True,False,False,False,False,False,False
1,39,140099,51,0,7,False,False,False,False,False,False,True,False
